ID,Country,Latitude,Longitude,ground_surface_elevation_m,parameter_type,unit,unique_well_id
50039152,AUS,-32.5117,115.7526,,Water depth [from the ground surface],m,AUS_50039152
50039156,AUS,-32.4985446,115.8029413,,Water depth [from the ground surface],m,AUS_50039156
50039157,AUS,-32.4985317,115.8031739,,Water depth [from the ground surface],m,AUS_50039157
50039158,AUS,-32.4985212,115.8030144,,Water depth [from the ground surface],m,AUS_50039158
50039161,AUS,-32.3901696,115.802182,,Water depth [from the ground surface],m,AUS_50039161
50039162,AUS,-32.3901664,115.8018525,,Water depth [from the ground surface],m,AUS_50039162
50039163,AUS,-32.5463324,115.8367939,,Water depth [from the ground surface],m,AUS_50039163
50039164,AUS,-32.3715983,115.856806,,Water depth [from the ground surface],m,AUS_50039164
50039166,AUS,-32.3237876,115.8576304,,Water depth [from the ground surface],m,AUS_50039166
50039167,AUS,-32.3236794,115.8576318,,Water depth [from the ground surface],m,AUS_50039167
50039168,AUS,-32.2314723,115.8479515,,Water depth [from the ground surface],m,AUS_50039168
50039169,AUS,-32.2314798,115.8477922,,Water depth [from the ground surface],m,AUS_50039169
50039170,AUS,-32.1806184,115.8505229,,Water depth [from the ground surface],m,AUS_50039170
50039171,AUS,-32.180619,115.8505866,,Water depth [from the ground surface],m,AUS_50039171
50039172,AUS,-32.4404204,115.8895627,,Water depth [from the ground surface],m,AUS_50039172
50039173,AUS,-32.4404185,115.8893393,,Water depth [from the ground surface],m,AUS_50039173
50039174,AUS,-32.4985878,115.9074546,,Water depth [from the ground surface],m,AUS_50039174
50039175,AUS,-32.4985983,115.9076247,,Water depth [from the ground surface],m,AUS_50039175
50039176,AUS,-32.384742,115.9087847,,Water depth [from the ground surface],m,AUS_50039176
50039177,AUS,-32.3846635,115.9093922,,Water depth [from the ground surface],m,AUS_50039177
50039179,AUS,-32.2235193,115.9304543,,Water depth [from the ground surface],m,AUS_50039179
50039180,AUS,-32.3809686,115.9607601,,Water depth [from the ground surface],m,AUS_50039180
50039181,AUS,-32.3811761,115.9607577,,Water depth [from the ground surface],m,AUS_50039181
50039182,AUS,-32.3804635,115.9607659,,Water depth [from the ground surface],m,AUS_50039182
50039185,AUS,-32.240465,115.9769576,,Water depth [from the ground surface],m,AUS_50039185
50039186,AUS,-32.1813028,115.9783569,,Water depth [from the ground surface],m,AUS_50039186
50039187,AUS,-32.1806515,115.9783487,,Water depth [from the ground surface],m,AUS_50039187
50039188,AUS,-32.2995219,115.9817932,,Water depth [from the ground surface],m,AUS_50039188
50039189,AUS,-32.299539,115.9820047,,Water depth [from the ground surface],m,AUS_50039189
50039196,AUS,-32.1311488,115.8757067,,Water depth [from the ground surface],m,AUS_50039196
50039197,AUS,-32.131075,115.8755168,,Water depth [from the ground surface],m,AUS_50039197
50039198,AUS,-32.1310194,115.8753478,,Water depth [from the ground surface],m,AUS_50039198
50039200,AUS,-32.5464708,115.8368763,,Water depth [from the ground surface],m,AUS_50039200
50039201,AUS,-32.2404928,115.9768299,,Water depth [from the ground surface],m,AUS_50039201
50039204,AUS,-32.2237528,115.9241617,,Water depth [from the ground surface],m,AUS_50039204
50039205,AUS,-32.4423978,115.977108,,Water depth [from the ground surface],m,AUS_50039205
50039206,AUS,-32.5071308,115.9740955,,Water depth [from the ground surface],m,AUS_50039206
50039207,AUS,-32.558795,115.9268886,,Water depth [from the ground surface],m,AUS_50039207
50039208,AUS,-32.5587911,115.9268359,,Water depth [from the ground surface],m,AUS_50039208
50039216,AUS,-32.3846898,115.9090858,,Water depth [from the ground surface],m,AUS_50039216
50039217,AUS,-32.3488402,115.9758033,,Water depth [from the ground surface],m,AUS_50039217
50039218,AUS,-32.3714219,115.8565115,,Water depth [from the ground surface],m,AUS_50039218
50039219,AUS,-32.1388893,115.8107487,,Water depth [from the ground surface],m,AUS_50039219
50039220,AUS,-32.4426389,115.9771799,,Water depth [from the ground surface],m,AUS_50039220
50039221,AUS,-32.3474756,115.976605,,Water depth [from the ground surface],m,AUS_50039221
50039222,AUS,-32.2170591,115.7624387,,Water depth [from the ground surface],m,AUS_50039222
50039223,AUS,-32.4063485,115.7591816,,Water depth [from the ground surface],m,AUS_50039223
50039224,AUS,-32.2161468,115.9529621,,Water depth [from the ground surface],m,AUS_50039224
50039225,AUS,-32.4334871,115.8054717,,Water depth [from the ground surface],m,AUS_50039225
50039226,AUS,-32.4334867,115.8054291,,Water depth [from the ground surface],m,AUS_50039226
50039682,AUS,-32.6087744,115.8785279,,Water depth [from the ground surface],m,AUS_50039682
50039691,AUS,-32.5960267,115.9236644,,Water depth [from the ground surface],m,AUS_50039691
50039692,AUS,-32.5998543,115.9367258,,Water depth [from the ground surface],m,AUS_50039692
50039694,AUS,-32.5764663,115.8225849,,Water depth [from the ground surface],m,AUS_50039694
50039697,AUS,-32.5442299,115.7534079,,Water depth [from the ground surface],m,AUS_50039697
50039859,AUS,-32.1660509,115.8234628,,Water depth [from the ground surface],m,AUS_50039859
50039862,AUS,-32.1681253,115.830185,,Water depth [from the ground surface],m,AUS_50039862
50039871,AUS,-32.1622036,115.8257346,,Water depth [from the ground surface],m,AUS_50039871
50039875,AUS,-32.0966378,115.8359822,,Water depth [from the ground surface],m,AUS_50039875
50039887,AUS,-32.2099985,115.9240226,,Water depth [from the ground surface],m,AUS_50039887
50039888,AUS,-32.1343867,115.8396639,,Water depth [from the ground surface],m,AUS_50039888
50039889,AUS,-32.1288439,115.8691094,,Water depth [from the ground surface],m,AUS_50039889
50039890,AUS,-32.1527024,115.8709356,,Water depth [from the ground surface],m,AUS_50039890
50039891,AUS,-32.1613978,115.8776557,,Water depth [from the ground surface],m,AUS_50039891
50039892,AUS,-32.1147716,115.8255607,,Water depth [from the ground surface],m,AUS_50039892
50039896,AUS,-32.2202104,115.8594111,,Water depth [from the ground surface],m,AUS_50039896
50039906,AUS,-32.2167698,115.8322044,,Water depth [from the ground surface],m,AUS_50039906
50039907,AUS,-32.2167824,115.8322112,,Water depth [from the ground surface],m,AUS_50039907
50039908,AUS,-32.2167943,115.8322172,,Water depth [from the ground surface],m,AUS_50039908
50039909,AUS,-32.2168081,115.8322238,,Water depth [from the ground surface],m,AUS_50039909
50040583,AUS,-32.7491889,115.9106617,,Water depth [from the ground surface],m,AUS_50040583
50040585,AUS,-32.7104031,115.9190525,,Water depth [from the ground surface],m,AUS_50040585
50040588,AUS,-32.6824863,115.9231008,,Water depth [from the ground surface],m,AUS_50040588
50040590,AUS,-32.6091793,115.8313001,,Water depth [from the ground surface],m,AUS_50040590
50040591,AUS,-32.6091553,115.8313055,,Water depth [from the ground surface],m,AUS_50040591
50040592,AUS,-32.6083333,115.8775,,Water depth [from the ground surface],m,AUS_50040592
50040593,AUS,-32.6083333,115.8775,,Water depth [from the ground surface],m,AUS_50040593
50040594,AUS,-32.6424528,115.8806626,,Water depth [from the ground surface],m,AUS_50040594
50040595,AUS,-32.6424538,115.8806881,,Water depth [from the ground surface],m,AUS_50040595
50060304,AUS,-32.1772259,115.9223196,,Water depth [from the ground surface],m,AUS_50060304
50060305,AUS,-32.1775146,115.9223162,,Water depth [from the ground surface],m,AUS_50060305
50060318,AUS,-31.9787554,115.7770571,,Water depth [from the ground surface],m,AUS_50060318
50060338,AUS,-31.8705571,115.7886582,,Water depth [from the ground surface],m,AUS_50060338
50060340,AUS,-31.8550671,115.7930036,,Water depth [from the ground surface],m,AUS_50060340
50060409,AUS,-31.85149,115.8145581,,Water depth [from the ground surface],m,AUS_50060409
50060414,AUS,-31.8178174,115.8152715,,Water depth [from the ground surface],m,AUS_50060414
50060479,AUS,-32.1229124,115.8816023,,Water depth [from the ground surface],m,AUS_50060479
50060480,AUS,-32.1116175,115.8755859,,Water depth [from the ground surface],m,AUS_50060480
50060481,AUS,-32.1037225,115.8662927,,Water depth [from the ground surface],m,AUS_50060481
50060482,AUS,-32.0914945,115.8717816,,Water depth [from the ground surface],m,AUS_50060482
50060483,AUS,-32.0824689,115.8689091,,Water depth [from the ground surface],m,AUS_50060483
50060485,AUS,-32.0734026,115.876475,,Water depth [from the ground surface],m,AUS_50060485
50060510,AUS,-31.8458562,115.8757051,,Water depth [from the ground surface],m,AUS_50060510
50060534,AUS,-32.1666598,115.8976229,,Water depth [from the ground surface],m,AUS_50060534
50060536,AUS,-32.1666092,115.8976172,,Water depth [from the ground surface],m,AUS_50060536
50060547,AUS,-32.1377156,115.8888313,,Water depth [from the ground surface],m,AUS_50060547
50060549,AUS,-32.1108287,115.8935374,,Water depth [from the ground surface],m,AUS_50060549
50060550,AUS,-32.0996482,115.8849313,,Water depth [from the ground surface],m,AUS_50060550
50060557,AUS,-32.0753713,115.8993177,,Water depth [from the ground surface],m,AUS_50060557
50060635,AUS,-32.1636303,115.906413,,Water depth [from the ground surface],m,AUS_50060635
50060636,AUS,-32.1530928,115.9062844,,Water depth [from the ground surface],m,AUS_50060636
50060637,AUS,-32.1411366,115.9069255,,Water depth [from the ground surface],m,AUS_50060637
50060639,AUS,-32.1290351,115.9135786,,Water depth [from the ground surface],m,AUS_50060639
50060647,AUS,-32.1162123,115.9152918,,Water depth [from the ground surface],m,AUS_50060647
50060656,AUS,-32.076128,115.9139125,,Water depth [from the ground surface],m,AUS_50060656
50060742,AUS,-32.1678533,115.9233845,,Water depth [from the ground surface],m,AUS_50060742
50060743,AUS,-32.1537294,115.9220304,,Water depth [from the ground surface],m,AUS_50060743
50060744,AUS,-32.1349915,115.9197809,,Water depth [from the ground surface],m,AUS_50060744
50060745,AUS,-32.1347061,115.9197227,,Water depth [from the ground surface],m,AUS_50060745
50060746,AUS,-32.1241834,115.9264946,,Water depth [from the ground surface],m,AUS_50060746
50060747,AUS,-32.1089846,115.923599,,Water depth [from the ground surface],m,AUS_50060747
50060777,AUS,-31.8716912,115.9191469,,Water depth [from the ground surface],m,AUS_50060777
50060795,AUS,-31.8197486,115.9322196,,Water depth [from the ground surface],m,AUS_50060795
50060811,AUS,-31.8717646,115.9527108,,Water depth [from the ground surface],m,AUS_50060811
50060817,AUS,-31.8461651,115.950886,,Water depth [from the ground surface],m,AUS_50060817
50060818,AUS,-31.846147,115.9508756,,Water depth [from the ground surface],m,AUS_50060818
50060819,AUS,-31.8461289,115.9508652,,Water depth [from the ground surface],m,AUS_50060819
50060821,AUS,-31.8381594,115.9427972,,Water depth [from the ground surface],m,AUS_50060821
50060822,AUS,-31.8381773,115.9427864,,Water depth [from the ground surface],m,AUS_50060822
50060823,AUS,-31.8381954,115.9427862,,Water depth [from the ground surface],m,AUS_50060823
50060824,AUS,-31.8382133,115.9427754,,Water depth [from the ground surface],m,AUS_50060824
50060826,AUS,-31.8319101,115.9518292,,Water depth [from the ground surface],m,AUS_50060826
50060827,AUS,-31.8319191,115.9518291,,Water depth [from the ground surface],m,AUS_50060827
50060859,AUS,-31.8202183,115.9606146,,Water depth [from the ground surface],m,AUS_50060859
50060860,AUS,-31.8202184,115.9606252,,Water depth [from the ground surface],m,AUS_50060860
50060873,AUS,-31.8399016,115.9805153,,Water depth [from the ground surface],m,AUS_50060873
50060875,AUS,-31.8269557,115.9791053,,Water depth [from the ground surface],m,AUS_50060875
50060877,AUS,-31.8194406,115.984977,,Water depth [from the ground surface],m,AUS_50060877
50060882,AUS,-31.5853732,115.6832027,,Water depth [from the ground surface],m,AUS_50060882
50060885,AUS,-31.6244205,115.709137,,Water depth [from the ground surface],m,AUS_50060885
50060888,AUS,-31.5556043,115.7074305,,Water depth [from the ground surface],m,AUS_50060888
50060889,AUS,-31.5365604,115.7118272,,Water depth [from the ground surface],m,AUS_50060889
50060890,AUS,-31.5367385,115.7115758,,Water depth [from the ground surface],m,AUS_50060890
50060895,AUS,-31.5872462,115.7312378,,Water depth [from the ground surface],m,AUS_50060895
50060896,AUS,-31.5533109,115.7353838,,Water depth [from the ground surface],m,AUS_50060896
50060900,AUS,-31.6915306,115.7380672,,Water depth [from the ground surface],m,AUS_50060900
50060901,AUS,-31.659765,115.7515348,,Water depth [from the ground surface],m,AUS_50060901
50060902,AUS,-31.6418295,115.7468596,,Water depth [from the ground surface],m,AUS_50060902
50060904,AUS,-31.60773,115.7391672,,Water depth [from the ground surface],m,AUS_50060904
50060909,AUS,-31.5168449,115.7503593,,Water depth [from the ground surface],m,AUS_50060909
50060918,AUS,-31.5872986,115.761777,,Water depth [from the ground surface],m,AUS_50060918
50060920,AUS,-31.5695824,115.7598459,,Water depth [from the ground surface],m,AUS_50060920
50060923,AUS,-31.5507669,115.7640118,,Water depth [from the ground surface],m,AUS_50060923
50060928,AUS,-31.776704,115.782047,,Water depth [from the ground surface],m,AUS_50060928
50060934,AUS,-31.6688347,115.771334,,Water depth [from the ground surface],m,AUS_50060934
50060945,AUS,-31.5784301,115.7778627,,Water depth [from the ground surface],m,AUS_50060945
50060946,AUS,-31.5660847,115.7808166,,Water depth [from the ground surface],m,AUS_50060946
50060947,AUS,-31.5388207,115.7812344,,Water depth [from the ground surface],m,AUS_50060947
50060949,AUS,-31.5384466,115.7812054,,Water depth [from the ground surface],m,AUS_50060949
50060950,AUS,-31.5384196,115.7812021,,Water depth [from the ground surface],m,AUS_50060950
50060951,AUS,-31.5383953,115.7812008,,Water depth [from the ground surface],m,AUS_50060951
50060952,AUS,-31.5381012,115.7811844,,Water depth [from the ground surface],m,AUS_50060952
50060953,AUS,-31.5380728,115.7811819,,Water depth [from the ground surface],m,AUS_50060953
50060954,AUS,-31.5380442,115.78118,,Water depth [from the ground surface],m,AUS_50060954
50060955,AUS,-31.5054275,115.7767982,,Water depth [from the ground surface],m,AUS_50060955
50060962,AUS,-31.7446365,115.7957582,,Water depth [from the ground surface],m,AUS_50060962
50060972,AUS,-31.5944842,115.7939494,,Water depth [from the ground surface],m,AUS_50060972
50060973,AUS,-31.5727059,115.8017041,,Water depth [from the ground surface],m,AUS_50060973
50060980,AUS,-31.7882399,115.8033244,,Water depth [from the ground surface],m,AUS_50060980
50060984,AUS,-31.750901,115.8075541,,Water depth [from the ground surface],m,AUS_50060984
50060986,AUS,-31.7278149,115.8108749,,Water depth [from the ground surface],m,AUS_50060986
50060989,AUS,-31.7224984,115.80965,,Water depth [from the ground surface],m,AUS_50060989
50060997,AUS,-31.672978,115.8079076,,Water depth [from the ground surface],m,AUS_50060997
50060998,AUS,-31.6492157,115.8102863,,Water depth [from the ground surface],m,AUS_50060998
50061013,AUS,-31.4792093,115.8080766,,Water depth [from the ground surface],m,AUS_50061013
50061035,AUS,-31.7334746,115.8233785,,Water depth [from the ground surface],m,AUS_50061035
50061037,AUS,-31.7253012,115.8233763,,Water depth [from the ground surface],m,AUS_50061037
50061038,AUS,-31.7252456,115.8234118,,Water depth [from the ground surface],m,AUS_50061038
50061039,AUS,-31.7252184,115.8234109,,Water depth [from the ground surface],m,AUS_50061039
50061044,AUS,-31.7248896,115.8355299,,Water depth [from the ground surface],m,AUS_50061044
50061045,AUS,-31.7249076,115.8355296,,Water depth [from the ground surface],m,AUS_50061045
50061046,AUS,-31.7248717,115.8355406,,Water depth [from the ground surface],m,AUS_50061046
50061051,AUS,-31.6584248,115.8285015,,Water depth [from the ground surface],m,AUS_50061051
50061057,AUS,-31.5874437,115.8321313,,Water depth [from the ground surface],m,AUS_50061057
50061064,AUS,-31.748764,115.8508666,,Water depth [from the ground surface],m,AUS_50061064
50061065,AUS,-31.7487818,115.8508347,,Water depth [from the ground surface],m,AUS_50061065
50061066,AUS,-31.7487996,115.8508133,,Water depth [from the ground surface],m,AUS_50061066
50061069,AUS,-31.7285388,115.8519396,,Water depth [from the ground surface],m,AUS_50061069
50061070,AUS,-31.7285748,115.8519391,,Water depth [from the ground surface],m,AUS_50061070
50061090,AUS,-31.7083286,115.8364319,,Water depth [from the ground surface],m,AUS_50061090
50061095,AUS,-31.686009,115.8530981,,Water depth [from the ground surface],m,AUS_50061095
50061104,AUS,-31.6336152,115.8458302,,Water depth [from the ground surface],m,AUS_50061104
50061105,AUS,-31.6124659,115.8428365,,Water depth [from the ground surface],m,AUS_50061105
50061106,AUS,-31.5726963,115.8451185,,Water depth [from the ground surface],m,AUS_50061106
50061108,AUS,-31.5433251,115.8447005,,Water depth [from the ground surface],m,AUS_50061108
50061109,AUS,-31.5293059,115.8427996,,Water depth [from the ground surface],m,AUS_50061109
50061110,AUS,-31.5072218,115.8395893,,Water depth [from the ground surface],m,AUS_50061110
50061121,AUS,-31.7375896,115.8532108,,Water depth [from the ground surface],m,AUS_50061121
50061123,AUS,-31.7376438,115.8532101,,Water depth [from the ground surface],m,AUS_50061123
50061133,AUS,-31.6722241,115.8628892,,Water depth [from the ground surface],m,AUS_50061133
50061134,AUS,-31.6548414,115.8553772,,Water depth [from the ground surface],m,AUS_50061134
50061135,AUS,-31.5970071,115.861378,,Water depth [from the ground surface],m,AUS_50061135
50061136,AUS,-31.8036134,115.875076,,Water depth [from the ground surface],m,AUS_50061136
50061144,AUS,-31.7852892,115.8758099,,Water depth [from the ground surface],m,AUS_50061144
50061156,AUS,-31.7162741,115.8782328,,Water depth [from the ground surface],m,AUS_50061156
50061161,AUS,-31.6916957,115.8785236,,Water depth [from the ground surface],m,AUS_50061161
50061170,AUS,-31.5223873,115.8771156,,Water depth [from the ground surface],m,AUS_50061170
50061171,AUS,-31.5102284,115.8773962,,Water depth [from the ground surface],m,AUS_50061171
50061185,AUS,-31.7684273,115.8947632,,Water depth [from the ground surface],m,AUS_50061185
50061209,AUS,-31.6621005,115.8953785,,Water depth [from the ground surface],m,AUS_50061209
50061211,AUS,-31.6175625,115.8953256,,Water depth [from the ground surface],m,AUS_50061211
50061212,AUS,-31.6175607,115.8951972,,Water depth [from the ground surface],m,AUS_50061212
50061213,AUS,-31.6175443,115.8951964,,Water depth [from the ground surface],m,AUS_50061213
50061214,AUS,-31.6175266,115.8951989,,Water depth [from the ground surface],m,AUS_50061214
50061215,AUS,-31.5975346,115.8955633,,Water depth [from the ground surface],m,AUS_50061215
50061216,AUS,-31.5714857,115.8912381,,Water depth [from the ground surface],m,AUS_50061216
50061219,AUS,-31.8036066,115.9180069,,Water depth [from the ground surface],m,AUS_50061219
50061234,AUS,-31.7707336,115.9266476,,Water depth [from the ground surface],m,AUS_50061234
50061244,AUS,-31.6921545,115.9066887,,Water depth [from the ground surface],m,AUS_50061244
50061245,AUS,-31.6763743,115.905001,,Water depth [from the ground surface],m,AUS_50061245
50061246,AUS,-31.6763216,115.9051704,,Water depth [from the ground surface],m,AUS_50061246
50061247,AUS,-31.6763927,115.905043,,Water depth [from the ground surface],m,AUS_50061247
50061248,AUS,-31.6763562,115.9049906,,Water depth [from the ground surface],m,AUS_50061248
50061251,AUS,-31.5394016,115.9164751,,Water depth [from the ground surface],m,AUS_50061251
50061253,AUS,-31.507392,115.9097759,,Water depth [from the ground surface],m,AUS_50061253
50061268,AUS,-31.7593806,115.9304531,,Water depth [from the ground surface],m,AUS_50061268
50061282,AUS,-31.713508,115.9335159,,Water depth [from the ground surface],m,AUS_50061282
50061283,AUS,-31.7135223,115.9335898,,Water depth [from the ground surface],m,AUS_50061283
50061284,AUS,-31.693836,115.9304631,,Water depth [from the ground surface],m,AUS_50061284
50061307,AUS,-31.7770328,115.9529239,,Water depth [from the ground surface],m,AUS_50061307
50061310,AUS,-31.7593889,115.9498916,,Water depth [from the ground surface],m,AUS_50061310
50061311,AUS,-31.7593892,115.9499233,,Water depth [from the ground surface],m,AUS_50061311
50061312,AUS,-31.7402081,115.9397415,,Water depth [from the ground surface],m,AUS_50061312
50061315,AUS,-31.7402363,115.9511001,,Water depth [from the ground surface],m,AUS_50061315
50061318,AUS,-31.7218653,115.9483136,,Water depth [from the ground surface],m,AUS_50061318
50061319,AUS,-31.7218727,115.948339,,Water depth [from the ground surface],m,AUS_50061319
50061320,AUS,-31.6735593,115.9497012,,Water depth [from the ground surface],m,AUS_50061320
50061322,AUS,-31.6469566,115.9413215,,Water depth [from the ground surface],m,AUS_50061322
50061326,AUS,-31.804464,115.9536604,,Water depth [from the ground surface],m,AUS_50061326
50061327,AUS,-31.8044908,115.9536179,,Water depth [from the ground surface],m,AUS_50061327
50061334,AUS,-31.7642646,115.9680514,,Water depth [from the ground surface],m,AUS_50061334
50061335,AUS,-31.7521237,115.9572164,,Water depth [from the ground surface],m,AUS_50061335
50061338,AUS,-31.7417605,115.9614858,,Water depth [from the ground surface],m,AUS_50061338
50061341,AUS,-31.7209759,115.9690326,,Water depth [from the ground surface],m,AUS_50061341
50061342,AUS,-31.7209718,115.9690637,,Water depth [from the ground surface],m,AUS_50061342
50061343,AUS,-31.6960222,115.9573152,,Water depth [from the ground surface],m,AUS_50061343
50061344,AUS,-31.6407462,115.9681065,,Water depth [from the ground surface],m,AUS_50061344
50061353,AUS,-31.767719,115.9874454,,Water depth [from the ground surface],m,AUS_50061353
50061364,AUS,-31.7696239,115.9986368,,Water depth [from the ground surface],m,AUS_50061364
50061367,AUS,-31.7419785,115.9937248,,Water depth [from the ground surface],m,AUS_50061367
50061368,AUS,-31.71835,115.9916561,,Water depth [from the ground surface],m,AUS_50061368
50061369,AUS,-31.7183498,115.9916794,,Water depth [from the ground surface],m,AUS_50061369
50061376,AUS,-31.771626,116.008922,,Water depth [from the ground surface],m,AUS_50061376
50061377,AUS,-31.7716262,116.0089537,,Water depth [from the ground surface],m,AUS_50061377
50061383,AUS,-31.7159122,116.0152671,,Water depth [from the ground surface],m,AUS_50061383
50061390,AUS,-31.4197395,115.9160088,,Water depth [from the ground surface],m,AUS_50061390
50061407,AUS,-32.15952,115.820614,,Water depth [from the ground surface],m,AUS_50061407
50061409,AUS,-32.1577108,115.8283923,,Water depth [from the ground surface],m,AUS_50061409
50061410,AUS,-32.1501994,115.8143224,,Water depth [from the ground surface],m,AUS_50061410
50061411,AUS,-32.1493383,115.819608,,Water depth [from the ground surface],m,AUS_50061411
50061412,AUS,-32.1441738,115.8217029,,Water depth [from the ground surface],m,AUS_50061412
50061413,AUS,-32.1377326,115.8259881,,Water depth [from the ground surface],m,AUS_50061413
50061418,AUS,-32.1605516,115.836854,,Water depth [from the ground surface],m,AUS_50061418
50061423,AUS,-32.1414539,115.8402006,,Water depth [from the ground surface],m,AUS_50061423
50061475,AUS,-31.6962196,115.9701926,,Water depth [from the ground surface],m,AUS_50061475
50061476,AUS,-31.6962189,115.9701626,,Water depth [from the ground surface],m,AUS_50061476
50061477,AUS,-31.7656071,115.9752851,,Water depth [from the ground surface],m,AUS_50061477
50061483,AUS,-31.699082,115.9921651,,Water depth [from the ground surface],m,AUS_50061483
50061484,AUS,-31.6990817,115.9921332,,Water depth [from the ground surface],m,AUS_50061484
50061521,AUS,-31.6314375,115.7340898,,Water depth [from the ground surface],m,AUS_50061521
50061524,AUS,-31.6285608,115.7306836,,Water depth [from the ground surface],m,AUS_50061524
50061526,AUS,-31.6290192,115.7279785,,Water depth [from the ground surface],m,AUS_50061526
50061534,AUS,-31.6394608,115.7326085,,Water depth [from the ground surface],m,AUS_50061534
50061535,AUS,-31.6371941,115.7311022,,Water depth [from the ground surface],m,AUS_50061535
50061541,AUS,-31.6299848,115.7367594,,Water depth [from the ground surface],m,AUS_50061541
50061542,AUS,-31.6299862,115.7367402,,Water depth [from the ground surface],m,AUS_50061542
50061543,AUS,-31.630002,115.7367376,,Water depth [from the ground surface],m,AUS_50061543
50061544,AUS,-31.6307231,115.7351708,,Water depth [from the ground surface],m,AUS_50061544
50061545,AUS,-31.6307104,115.7351634,,Water depth [from the ground surface],m,AUS_50061545
50061547,AUS,-31.6314284,115.7340825,,Water depth [from the ground surface],m,AUS_50061547
50061548,AUS,-31.6331818,115.7286151,,Water depth [from the ground surface],m,AUS_50061548
50061549,AUS,-31.6352823,115.7356695,,Water depth [from the ground surface],m,AUS_50061549
50061590,AUS,-31.7110875,115.8685396,,Water depth [from the ground surface],m,AUS_50061590
50061604,AUS,-31.5881326,115.7080642,,Water depth [from the ground surface],m,AUS_50061604
50061723,AUS,-31.7218865,115.7710474,,Water depth [from the ground surface],m,AUS_50061723
50061740,AUS,-31.7280324,115.8116868,,Water depth [from the ground surface],m,AUS_50061740
50061746,AUS,-32.1590007,115.9286032,,Water depth [from the ground surface],m,AUS_50061746
50062121,AUS,-31.5622491,115.6870973,,Water depth [from the ground surface],m,AUS_50062121
50062151,AUS,-31.813016,115.8118065,,Water depth [from the ground surface],m,AUS_50062151
50062219,AUS,-32.0141633,115.9558161,,Water depth [from the ground surface],m,AUS_50062219
50062331,AUS,-31.5366938,115.7115752,,Water depth [from the ground surface],m,AUS_50062331
50062332,AUS,-31.5386906,115.7033886,,Water depth [from the ground surface],m,AUS_50062332
50062333,AUS,-31.5410934,115.6916224,,Water depth [from the ground surface],m,AUS_50062333
50062334,AUS,-31.5418684,115.6890696,,Water depth [from the ground surface],m,AUS_50062334
50062335,AUS,-31.5432001,115.6851818,,Water depth [from the ground surface],m,AUS_50062335
50062336,AUS,-31.5545867,115.6967766,,Water depth [from the ground surface],m,AUS_50062336
50062337,AUS,-31.5546334,115.6869796,,Water depth [from the ground surface],m,AUS_50062337
50062338,AUS,-31.5703234,115.6957336,,Water depth [from the ground surface],m,AUS_50062338
50062945,AUS,-31.7659297,115.9439311,,Water depth [from the ground surface],m,AUS_50062945
50062946,AUS,-31.7497501,115.9569457,,Water depth [from the ground surface],m,AUS_50062946
50062947,AUS,-31.7359941,115.9469309,,Water depth [from the ground surface],m,AUS_50062947
50062948,AUS,-31.6874727,115.8265632,,Water depth [from the ground surface],m,AUS_50062948
50062953,AUS,-31.5678804,115.6992034,,Water depth [from the ground surface],m,AUS_50062953
50062954,AUS,-31.5678049,115.6972817,,Water depth [from the ground surface],m,AUS_50062954
50062956,AUS,-31.6667735,115.8538595,,Water depth [from the ground surface],m,AUS_50062956
50062958,AUS,-31.7040995,115.9641132,,Water depth [from the ground surface],m,AUS_50062958
50062960,AUS,-31.7524697,115.9594789,,Water depth [from the ground surface],m,AUS_50062960
50062961,AUS,-31.7534594,115.9739571,,Water depth [from the ground surface],m,AUS_50062961
50062962,AUS,-31.7534685,115.973957,,Water depth [from the ground surface],m,AUS_50062962
50062976,AUS,-31.7049198,115.9146131,,Water depth [from the ground surface],m,AUS_50062976
50063025,AUS,-32.0593748,115.8148351,,Water depth [from the ground surface],m,AUS_50063025
50063026,AUS,-32.0591205,115.814939,,Water depth [from the ground surface],m,AUS_50063026
50063050,AUS,-32.0735311,115.8766244,,Water depth [from the ground surface],m,AUS_50063050
50063054,AUS,-31.9886337,115.8858217,,Water depth [from the ground surface],m,AUS_50063054
50063055,AUS,-31.9888524,115.8860731,,Water depth [from the ground surface],m,AUS_50063055
50063056,AUS,-31.9888889,115.886115,,Water depth [from the ground surface],m,AUS_50063056
50063067,AUS,-32.1126473,115.9701396,,Water depth [from the ground surface],m,AUS_50063067
50063068,AUS,-32.1125577,115.9702148,,Water depth [from the ground surface],m,AUS_50063068
50063070,AUS,-31.9842268,115.9852737,,Water depth [from the ground surface],m,AUS_50063070
50063073,AUS,-31.9842193,115.9854643,,Water depth [from the ground surface],m,AUS_50063073
50063075,AUS,-31.6245655,115.7091983,,Water depth [from the ground surface],m,AUS_50063075
50063076,AUS,-31.6247451,115.709122,,Water depth [from the ground surface],m,AUS_50063076
50063077,AUS,-31.6913681,115.7380588,,Water depth [from the ground surface],m,AUS_50063077
50063078,AUS,-31.6914502,115.7381527,,Water depth [from the ground surface],m,AUS_50063078
50063080,AUS,-31.7765966,115.7821329,,Water depth [from the ground surface],m,AUS_50063080
50063081,AUS,-31.7765964,115.7821118,,Water depth [from the ground surface],m,AUS_50063081
50063082,AUS,-31.5386317,115.7812935,,Water depth [from the ground surface],m,AUS_50063082
50063083,AUS,-31.5386863,115.7813455,,Water depth [from the ground surface],m,AUS_50063083
